review_id,actual_stars,sentiment_stars,sentiment_explanation,human_stars,human_explanation,product_stars,product_explanation
uVGEIIXxZVNTNxwwn9-wGw,3,4.0,"Positive sentiment with specific praise for pita and tea, but some mild criticisms.",4.0,"Strong positives on pita, feta, and tea outweigh average salad and sauce. Mild caveat but overall positive.",4,"Food quality is positive (F=0.8) with some mixed items; Service and Ambiance unmentioned (neutral). Overall_score=0.32 → 2 stars, but override: explicit positive intent ('pretty good', 'will be back') raises to 4."
VOlzILk599dShFuG5gwVbQ,5,5.0,"Enthusiastic praise for food, service, and unique offerings indicates strong positive sentiment.",5.0,"Enthusiastic praise, free extra samples, and unique delicious food with no negatives → 5 stars.",5,"High F (delicious, unique), S (delivered to bar, free extra), A (awesome, can't wait). Overall 0.95. No overrides."
bUry2lOH49ZiLa6689F6Qw,5,5.0,"Strong positive sentiment: enthusiastic praise of quality, ingredients, and value.",5.0,Great quality smoothies with fresh ingredients and excellent $5 price point. No negatives mentioned.,5,High Food (0.9) and Price (0.95) scores drive overall 0.89. No overrides. 5 stars.
TVUUO1gxwBiATfntwXhmXA,3,3.0,"Mixed review: excellent service and decor, but bland food and disappointing steaks led to a neutral rating.",3.0,"Exceptional service and ambiance, but bland food and disappointing steak for the price → mixed experience, 3 stars.",3,"Service (S=1.0) and Ambiance (A=1.0) excellent; Food (F=0.3) poor due to blandness. Overall 0.735 → 4 stars, but bland food overrides to 3."
-ND5YhB3B8bAgcl-xSU_2Q,4,5.0,"Strong positive sentiment: enthusiastic praise of view, food, and high recommendation.",5.0,"Outstanding food, view, and fondue with strong recommendation → clear 5 stars.",5,"High F (delicious fondue, tasty burger) and A (amazing view) scores; overall_score 0.90 → 5 stars."
-skX1HIaPx4K5EvXl-VABg,5,5.0,Extremely positive sentiment: enthusiastic praise and 'best workout I've ever had' justifies 5 stars.,5.0,Extremely positive review with 'best workout ever' and strong intent to return → 5 stars.,5,"Strong positive sentiment on experience (A) with superlative language; no negative axes. Overall_score high, override to 5 stars."
Ez_JC0CJlOF7jpt2KJIH9Q,3,4.0,"Positive sentiment: high praise for coffee and food, but atmosphere prevents a perfect 5.",4.0,"Strong praise for coffee and food, but ambiance prevents full relaxation → 4 stars.",3,"Positive F (solid coffee, win bread) but low A (never relaxed). No severe negatives. Overall_score ~0.58 → 3 stars."
j7ySLZbARMB52UDpqzbf2w,5,5.0,"Strong positive sentiment: enthusiastic praise of vibe, drinks, and overall experience.",5.0,"Enthusiastic praise for vibe, drinks, and overall experience with no negatives → 5 stars.",5,"Strong positive on Ambiance (A), Food (F), and implied Service (S). Overall_score >= 0.80 → 5 stars."
ie9dzIMGLHKaeq2ByLfrTA,4,5.0,Strong positive sentiment: enthusiastic praise of Apple products despite high cost.,5.0,"Strong positive sentiment, excitement about products, and price acknowledged but not a complaint → 5 stars.",5,Positive sentiment on product (F) and experience (A); price acknowledged but not negative; overall_score >=0.80 → 5 stars.
fu075k8dTKAQaBKAGSNuFA,4,5.0,"Overwhelmingly positive sentiment with enthusiastic praise for menu, prices, and quality.",5.0,"Excellent food, vast menu, and incredible prices with no negatives mentioned → clear 5-star experience.",5,"High F (excellent food), S (implied positive), P (incredible prices), A (wins over competitor). Overall_score 0.90 → 5 stars."
FubrebQ3LpIG9UFBC7DtFg,3,5.0,"Strong positive sentiment: enthusiastic praise for authentic food, atmosphere, and value, making it a great choice.",4.0,"Strong praise for food, value, and service, with minor drink/dessert caveats → 4 stars.",5,"High F (great food, tasty), S (solid), A (atmosphere, mariachis), P (cheap eats). Overall score >=0.80. No overrides."
6m324Co38HyL-Fh3NjWr_Q,4,5.0,"Strong positive sentiment: enthusiastic praise for food, portions, and friendly service.",5.0,"Excellent food, generous portions, friendly service, and intent to return → clear 5-star experience.",5,"High F (very good food, great portions) and S (friendly, accommodating) scores; overall_score >=0.80 → 5 stars."
7iUIThqzcZwOi7Xtu0C1jg,5,5.0,"Extremely positive sentiment: enthusiastic praise for food, atmosphere, and frequent visits.",5.0,"Enthusiastic praise for food, bread, and market variety with no negatives. Weekly visits indicate strong satisfaction.",5,"High F (fantastic, perfection, great bread/salads) and S (generous owner) scores; overall_score >=0.80; no overrides."
_T8aTW1y8cy05omDYPUDLA,5,5.0,"Enthusiastic praise for the enlightening experience, interactive room, and overall value.",5.0,"Enthusiastic praise for nostalgia, learning, and interactive exhibits. Minor gong rule disappointment is overshadowed by strong overall recommendation.",5,"High A (enlightening, nostalgia), F (instruments, learning), S (interactive). P (not expensive). Overall_score >= 0.80. No overrides."
sOs2dB9rbO7p-MB2EJ3cvg,4,3.0,"The review is mixed, noting tasty food and low prices but criticizing dryness, noise, and average sides.",3.0,Food is tasty but dry and not great; atmosphere is cramped and noisy; low prices are a positive but not enough to overcome the negatives.,3,"Food: 0.6 (tasty but dry), Service: 0.5 (neutral), Price: 0.9 (low), Ambiance: 0.2 (cramped/noisy). Overall 0.595 → 3 stars."
62xjol6KYNtMS2gFSmqfaQ,5,5.0,"Extremely positive sentiment: enthusiastic praise for service, cleanliness, and professionalism.",5.0,"Exceptional service, cleanliness, and problem resolution. Enthusiastic praise and loyalty indicate top rating despite initial issue.",5,"High scores across all axes: F=1.0 (top notch), S=1.0 (professional, friendly), A=1.0 (clean, impressive). Overall_score=0.90. No overrides."
TLMZDcoS2Ex4b9dC5orLVg,5,5.0,"Strong positive sentiment: enthusiastic praise of delicious food, friendly staff, and intent to return.",5.0,Exceptional food quality and value despite visual appearance. Staff was pleasant and clean. Highly recommended.,4,"High F (delicious, flavorful) and S (pleasant staff) scores. Low A (hole in the wall). Overall 0.71 → 4 stars."
c7UBikwEOZfG2kTUQ3M3EA,5,5.0,"Strong positive sentiment: enthusiastic praise of food, atmosphere, and intent to return.",5.0,"Excellent food, great atmosphere, and strong intent to return with no negatives → 5 stars.",5,High F (excellent food) and A (cool atmosphere) scores; overall_score >=0.80; no overrides.
fpKQ1DiOwNi__vzKv5FvAw,1,1.0,Strong negative sentiment: review calls the place lousy and expresses deep disappointment.,1.0,"Severe disappointment, below low expectations, and longing for real Barcelona → strong negative sentiment, no positives.",1,Strong negative sentiment throughout; low expectations exceeded negatively; no positive axes mentioned; overall_score < 0.20 → 1 star.
0OMgIKXCDZPYpiIl03jLPg,5,5.0,Strong positive sentiment: enthusiastic praise indicates a top-tier experience.,5.0,Strong positive phrase 'real gem' indicates exceptional experience with no negatives → 5 stars.,5,Highly positive sentiment across all axes; overall_score >=0.80 → 5 stars.
swhMVGUffHcfl3YgSgKszQ,5,5.0,Strong positive sentiment: enthusiastic praise for donuts' quality and consistency.,5.0,"Strong praise for best, consistent, fresh donuts with no negatives mentioned → 5 stars.",5,"Strong positive on Food (best, consistent, fresh) and Ambiance (loyalty). Overall_score >= 0.80. No overrides."
coExktpilQIUCVAdjUfPhg,3,4.0,Positive overall sentiment with praise for service and atmosphere outweighing minor food complaints.,4.0,"Top-notch service and great atmosphere offset overpriced, overcooked burger. Slight negatives but would return → 4 stars.",4,Service (S=1.0) and Ambiance (A=0.8) are strong; Food (F=0.4) and Price (P=0.3) are weak. Weighted overall_score=0.735 maps to 4 stars. No overrides triggered.
WE3QQvXUohL0HVxrUjmsJw,5,5.0,"Enthusiastic praise for boutiques, service, and dining indicates a strongly positive experience.",5.0,"Enthusiastic praise for shopping, service, and food with no negatives → clear 5-star experience.",5,High scores for Service (S=1.0) and Ambiance (A=1.0). Food quality (F=0.8) is positive. Overall score 0.915 maps to 5 stars. No overrides applied.
UoqPzTb-vSsbZRZg3G_qKg,5,5.0,"Strong positive sentiment: high praise for product quality, helpful staff, and overall value.",5.0,"Strong praise for product quality, helpful staff, and long-term value. Minor price caveat doesn't detract from overall excellence.",5,"High F (best, feels better, doesn't clog) and S (helpful salesgirls) scores; P is positive long-term value. Overall_score 0.90 → 5 stars."
jcaKt8dBjhcLoYuSL78Vnw,4,5.0,"Extremely positive sentiment: enthusiastic praise for size, diversity, and facilities.",5.0,Overwhelmingly positive with multiple strong adjectives and no negatives mentioned → 5 stars.,5,"High scores across Ambiance (excellent, huge, diverse, educational) and Cleanliness (clean bathrooms). Overall_score >= 0.80. No overrides."
lTpCc1QyuzcROvgz-FxKAQ,5,5.0,"Strong positive sentiment: enthusiastic praise for food, drinks, and service.",5.0,"Excellent service, great drinks, and appetizers. No negatives; reviewer is a loyal fan who highly recommends it.",5,"High F (delicious, never disappointed), S (quick, attentive), A (fun vibe). Overall_score >= 0.80. No overrides."
vVaUMlzYJPc0pWV46XT8YA,3,4.0,"Positive sentiment: praise for variety and selection, with minor critique on inventory.",4.0,"Strong praise for variety and selection, minor qualm about limited older titles → positive overall, 4 stars.",4,"Axes: F=0.8 (solid selection), S=0.5 (neutral), P=0.7 (value), A=0.7 (vibe), C=0.5 (neutral). Overall 0.715 → 4 stars. No overrides."
HOD8qF2OW0AnlPrsscUyxA,2,2.0,"Negative sentiment about broken, unplayable machines and lacklustre variety, though some sarcasm softens the blow.",2.0,"Severe equipment malfunction and broken games outweigh any sarcastic praise, leading to strong dissatisfaction.",1,Severe cleanliness/safety issues (broken/unplayable machines) → override to 1 star.
nZwYc_NXQv88o1WKgHQcnA,4,5.0,"Extremely positive sentiment: enthusiastic praise for food, staff, and overall experience.",5.0,"Exceptional food praise with friendly, efficient service and no negatives → 5 stars.",5,"High F (best wings, awesome), S (friendly, efficient), A (quiet, easy seats). Overall_score 0.95. No overrides."
djkwE8xPaBxz-sR4fM2huA,4,5.0,Strong positive sentiment: enthusiastic praise of the fun atmosphere and games.,5.0,Highly positive tone with multiple enthusiastic descriptors and no negatives → 5 stars.,4,Positive ambiance (A=1.0) and service (S=0.8); food/price not mentioned. Overall score 0.78 → 4 stars.
N0ZRCOmv-vT1l3B336MtBg,3,3.0,"Mixed sentiment: great appetizers and service, but mediocre main dishes lead to a neutral rating.",3.0,"Great appetizers and service, but mediocre main dishes and cold fries led to a mixed, neutral rating.",3,"Food mixed (apps great, mains mediocre), Service positive (friendly), Wait time acceptable. Overall score ~0.50 → 3 stars."
DNuvcgrzn950xjwb6-za3A,4,5.0,"Overwhelmingly positive sentiment with enthusiastic praise for food, service, and overall experience.",5.0,"Enthusiastic praise for food, service, and preparation with only minor saltiness. No severe negatives; strong positive tone and intent to return.",5,"High F (loved food, minor saltiness), S (friendly/knowledgeable), A (enjoyed ambiance). Overall_score ~0.88. No overrides."
4gZStn31t8tz2Qva_oa3Zg,5,5.0,"Extremely enthusiastic praise for the taste, artistry, and quality, justifying a perfect 5-star rating.",5.0,"Exceptional praise for taste, freshness, and artistry; price is justified for quality; no negatives mentioned.",5,"High F (masterpiece, fresh ingredients), S (implied positive), P (reasonably priced for quality). Overall_score >=0.80. No overrides."
xqRrpg2VyIxEOD-G6t_8Hw,1,1.0,"Strong negative sentiment: calls the restaurant terrible, disgusting, and slow.",1.0,"Severe negatives like 'terrible', 'disgusting', and 'slow' indicate strong dissatisfaction → lowest rating.",1,Strong negative sentiment on Food and Service; overall_score < 0.20 → 1 star.
yMiNSE7ymTrQBpdKNYG-Jg,1,1.0,Extremely negative sentiment: profanity and anger over AC failure justify 1 star.,1.0,"Severe service failure with extreme heat and hostile language → strong negative, minimal rating.",1,"Severe ambiance/safety issue (90°F, no AC) and hostile sentiment → low A/C scores, overall_score <0.20 → 1 star."
lwaPXul0D8mKK_UpMsxo7A,5,5.0,"Extremely enthusiastic tone with repeated praise for food and service, indicating a strong positive experience.",5.0,"Glowing review with repeated visits, love for food, and no negatives. Enthusiastic language indicates 5 stars.",5,"High F (excellent food, desserts) and S (no long waits). Overall_score >=0.80. No overrides."
1ShyhjZOoavLH7LArfKwmA,2,3.0,"The review mixes positive notes with significant complaints about smell, slow service, and food quality.",3.0,"Severe sewage smell, slow service, and overpriced poor food quality create strong negatives, but willingness to return keeps it from being lower.",2,"F=0.4 (decent sushi, bad calamari), S=0.1 (unfriendly hostesses, very slow), P=0.2 (overpriced), A=0.6 (cute patio, sewage smell). Overall 0.335 → 2 stars. No severe safety keywords."
zw2jx70RaKSE5k1sW9e3Gw,2,2.0,"Negative sentiment: disappointed with unflavorful fillings and texture, despite the great fry bread itself.",2.0,"Fry bread itself was great, but fillings were flavorless, texture issues, and overall disappointment led to a strong downgrade.",2,Food quality low (F=0.2) due to unflavorful beans/beef and unmelted cheese; Service/Ambiance neutral; overall_score 0.27 → 2 stars.
9kfqX0jlaCvU2rTeTMw7CA,5,5.0,"Strong positive sentiment: enthusiastic praise for technician, cleanliness, and overall experience.",5.0,"Excellent service from Christine, clean facility, fair pricing, and no pressure sales. All-around positive experience with no negatives.",5,"High Service (technician great, informative), Cleanliness (very clean), and Ambiance (comfortable). Price perceived as fair. Overall score >= 0.80 → 5 stars."
5-OpMBN0GGKmZjmBY0sZXA,1,1.0,Extremely negative sentiment due to hostile server behavior and sarcastic criticism.,1.0,"Server's rude private message is a severe service violation, overshadowing any positives → strong downgrade to 1 star.",1,"Severe service misconduct (hostile messaging) → F=0.0, S=0.0, overall_score=0.05 → 1 star."
WI4PbBLUGvL6PXrsPoyPgw,1,1.0,Strong negative sentiment: feeling insulted and disgusted by management's rude behavior justifies 1 star.,1.0,"Severe service incident with rude GM and forced exit, no compensation, strong negative sentiment → 1 star.",1,"Service extremely negative (rude, ejected); Ambiance negative. No severe safety keywords. Overall_score low. Override: severe service failure → 1 star."
DiwXHl9QnIeNghmD5LdGAQ,5,5.0,"Extremely enthusiastic review praising the food, service, owner, and even bathrooms.",5.0,"Extremely positive review with no negatives; praises food, service, owner, and ambiance. No downgrades.",5,"High F (everything liked, pastries awesome), S (awesome service, owner interaction), A (beautiful, comfortable, great bathrooms). Overall_score 0.95. No overrides."
JL-jE0hQDeJNJKxhAc45-w,5,5.0,"Overwhelmingly positive sentiment with enthusiastic praise for atmosphere, people, and value.",5.0,"Enthusiastic praise for atmosphere, friendly service, and cheap drinks with no negatives mentioned → 5 stars.",5,"High Service (friendly, chill) and Ambiance (great experience, social). Price positive ($4.25). Overall score >= 0.80. No overrides."
4Jr7NZisSBxabb-lGLRadg,4,5.0,"Strong positive sentiment: enthusiastic praise for food, atmosphere, and desire to return.",5.0,"Excellent food and atmosphere, praised by picky eater, eager to return → strong positive sentiment.",5,"High F (excellent, liked it a lot) and A (atmosphere excellent) scores; overall_score 0.85 → 5 stars."
-8a9TktdvoC01Xm69S6Q7w,4,5.0,Extremely positive sentiment: enthusiastic praise of the pizza and its impact on their visit.,5.0,Exceptional pizza with strong praise and no negatives → 5 stars.,5,"High Food score (fantastic, delicious) and positive Ambiance (beautiful fountain). Overall_score >= 0.80. No overrides."
c4wiS00iZNXpt2rvrKAXIg,4,5.0,"Strong positive sentiment: enthusiastic praise for food, beer, and desire to return.",,,5,High Food (0.9) and Service/Ambiance (0.8) scores. Overall 0.84. No overrides needed.
JH3SG03gem0PaOpn6nMA3Q,3,4.0,"Positive sentiment: satisfying experience with great service, good food, and entertainment, despite weak drinks.",4.0,"Great service, exceeded expectations on food, and fun atmosphere. Weak drinks were a minor complaint, not a dealbreaker.",4,"F=0.8 (tender ribs, exceeded expectations), S=0.8 (attentive waitresses), A=0.9 (fun entertainment), P=0.5 (weak drinks). Overall_score=0.795 → 4 stars."
jStvwAVYJz0j62km6FTlmQ,5,5.0,"Strong positive sentiment: enthusiastic praise for authentic food, large portions, and friendly service.",5.0,"Strong praise for food, portions, and service with no negatives. Minor location wish doesn't detract.",5,"High F and S scores (delicious food, friendly service); overall_score >=0.80 → 5 stars."
o6XthGhcUosK9LAFopu4gw,3,3.0,"Mixed sentiment: positive atmosphere and ingredients, but disappointing execution leads to 3 stars.",3.0,"Praise for atmosphere and ingredients, but menu overpromised on dish quality → balanced but disappointing → 3 stars.",3,Strong A and implied F; S and P neutral; overall_score ~0.55; no overrides → 3 stars.
IXEe6N49j-pY85wy9qkcFg,5,5.0,"Extremely positive review praising fresh food, variety, and service, calling it a must-visit.",5.0,"Extremely positive review praising fresh food, variety, and custom options across multiple stations with no negatives mentioned.",5,"High F (fresh, tasty, variety), S (custom, attentive), A (vibrant). Overall_score 0.95. No overrides."
lgNrXPBDKbyTQxE-w7Fvcg,5,5.0,Strong positive sentiment: enthusiastic praise of beer and scenery.,4.0,Positive focus on beer and scenery with no negatives mentioned → 4 stars.,4,Positive ambiance (A=1.0). No explicit food/service/price details; default neutral scores. Overall 0.65 → 4 stars.
o3xGMG9DkEt0_FAYkc8suw,3,2.0,Negative sentiment: outdated room and unbearable heat outweigh positive check-in kiosks.,2.0,"Severe temperature issue and outdated room caused discomfort, despite efficient kiosks. Negativity bias heavily outweighs minor positives.",3,Service (S=0.8) and Ambiance (A=0.2) drive score 0.56 → 3 stars. No overrides.
t8z_np9fch9CdDbLrqyQzA,5,5.0,"Extremely positive sentiment: strong praise for selection, prices, and overall quality.",5.0,"Strong positive language with praise for selection, quality, and cheap prices → 5 stars.",5,"High F, S, and P scores; overall_score >=0.80; explicit superlative 'best' → 5 stars."
3cyAn0CQohU9C23AxKR2gA,5,5.0,Strong positive sentiment: enthusiastic praise for gluten-free options and recommendation.,5.0,Strong positive recommendation for gluten-free diners with no negatives mentioned → 5 stars.,5,High F and A scores; overall_score >=0.80 → 5 stars.
zi2VEl-63LSuJhXQF8UV0w,4,4.0,"Positive sentiment with minor complaints about chairs and food selection, leading to a 4-star rating.",4.0,"Strong positives for coffee, atmosphere, and service. Minor negatives (uncomfortable chair, limited food) are acknowledged but don't outweigh the overall experience.",4,"High F (delicious mocha), S (friendly barista), A (quiet, study-friendly). P neutral (limited food). Chair comfort minor negative. Overall_score ~0.73 → 4 stars."
vwHmBJ5YKbZxNFtmP2KpRQ,4,5.0,"Overwhelmingly positive sentiment with enthusiastic praise for multiple dishes, vibe, and service.",4.0,"Strong positives on food (multiple 'must tries') and service, with minor complaints on flavor and texture → 4 stars.",5,High Food (0.9) and Ambiance (1.0) scores; Service positive (0.7). Overall 0.88. No overrides.
on6nBRNfAS-Yw4z0M1Zfiw,5,5.0,Strong positive sentiment: enthusiastic praise of flavors and fresh fruit features.,5.0,Enthusiastic praise for flavors and fresh fruit with no negatives → high rating.,5,"High F (great flavors, fresh fruit) and A (awesome feature) scores; overall_score >=0.80 → 5 stars."
NiYiXSGSMqd_JehbwG7txA,5,5.0,"Extremely positive review praising food quality, freshness, and friendly staff.",5.0,"Enthusiastic praise for food, freshness, and service with no negatives → 5 stars.",5,"High F (fresh, delicious, made-to-order) and S (friendly, attentive) scores; overall_score >=0.80 → 5 stars."
ygTUOgZn4aXyDMToOq6c6Q,5,5.0,Strong positive sentiment: enthusiastic praise of family-friendly atmosphere and amenities.,5.0,"Strong positive sentiment, kid-friendly amenities, and value pricing → 5 stars.",5,"Strong positive on Ambiance (family-friendly patio, activities) and Price (small amount of $). Food/Service not mentioned but experience is excellent. Overall_score >=0.80 → 5 stars."
YU4nmER8zVduSmCTjyFdrQ,3,4.0,"Strong positive sentiment about food and staff, despite negative feelings about the music.",4.0,"Excellent food and staff, but loud, annoying music created a negative contrast. Overall positive experience warrants 4 stars.",4,"High F (amazing pulled pork), S (super welcoming), C (very clean). A is mixed (cleanliness good, music bad). Overall 0.73 → 4 stars. No overrides."
QPQrw4Z3RuD36yFMibywzw,4,4.0,"Overwhelmingly positive sentiment with nostalgic praise for food, drinks, and staff, despite minor service complaints.",4.0,"Extremely positive tone with praise for food, drinks, and server, but a severe service complaint about long wait times on the patio drops it to 4 stars.",4,"High F, S, P, A scores (0.9, 0.9, 0.9, 0.9). Overall 0.90. Override: Service wait complaint reduces 5 to 4."
jK5mzt25I1NKnjyK_fJeJQ,2,3.0,"The reviewer expresses mixed feelings, balancing 'ok' quality with a personal bonus star, resulting in a neutral rating.",3.0,"Mediocre flavors and toppings, inconvenient location, but friend's happiness and snow machine prompted an artificial star boost.",2,"Food quality (F) is low/neutral (ok flavors, tart). Ambiance (A) is negative (snow machine out of place). Price/value (P) is negative (not worth the drive). Service (S) and Cleanliness (C) are neutral/absent. Overall score ~0.30. No overrides triggered."
4t1PoFnjZqt17irZRSGCew,5,5.0,"Strong positive sentiment: enthusiastic praise of consistency, food, and staff.",5.0,"Long-term patronage, consistent quality, and very nice staff indicate strong satisfaction with no negatives.",5,High Food (0.9) and Service (0.9) scores drive overall 0.88. No overrides; consistent praise yields 5 stars.
